LSOA_Code,Health_Score,Health_Rank,Health_Decile
E01028218,-0.872,27731,9
E01028219,0.093,14628,5
E01028220,0.302,11592,4
E01028222,-0.254,19927,7
E01028223,1.327,2216,1
E01028224,0.718,6703,3
E01028225,0.916,4901,2
E01028226,1.349,2100,1
E01028227,1.135,3277,1
E01028228,0.655,7339,3
E01028229,0.985,4338,2
E01028230,1.031,4001,2
E01028231,1.113,3441,2
E01028232,0.686,7012,3
E01028233,1.005,4200,2
E01028234,1.115,3419,2
E01028235,0.1,14522,5
E01028236,0.043,15347,5
E01028237,0.462,9573,3
E01028238,1.079,3684,2
E01028239,0.545,8568,3
E01028240,0.354,10925,4
E01028241,-0.291,20514,7
E01028242,0.434,9896,4
E01028243,0.825,5675,2
E01028244,0.578,8193,3
E01028245,1.031,4006,2
E01028246,0.041,15384,5
E01028247,1.472,1588,1
E01028248,0.832,5610,2
E01028249,1.03,4011,2
E01028250,0.171,13459,5
E01028251,0.042,15366,5
E01028252,0.685,7020,3
E01028253,0.165,13545,5
E01028254,1.119,3393,2
E01028255,0.11,14365,5
E01028256,2.186,194,1
E01028257,1.045,3905,2
E01028258,0.91,4958,2
E01028259,0.84,5544,2
E01028260,0.718,6702,3
E01028261,1.18,2986,1
E01028262,0.193,13159,5
E01028263,1.969,385,1
E01028264,0.081,14798,5
E01028267,0.787,6022,2
E01028268,0.865,5326,2
E01028269,0.904,5020,2
E01028270,0.271,12035,4
E01028271,0.73,6586,3
E01028272,0.635,7553,3
E01028273,0.314,11440,4
E01028274,1.248,2604,1
E01028275,1.117,3408,2
E01028276,2.341,121,1
E01028277,0.38,10593,4
E01028278,0.783,6069,2
E01028279,1.137,3258,1
E01028280,1.135,3272,1
E01028281,1.246,2613,1
E01028282,1.164,3085,1
E01028283,0.438,9845,3
E01028284,1.158,3116,1
E01028285,-0.64,25216,8
E01028286,0.22,12783,4
E01028287,-0.385,21927,7
E01028288,-0.533,23835,8
E01028289,0.397,10357,4
E01028290,-0.113,17789,6
E01028291,0.057,15120,5
E01028292,-1.05,29215,9
E01028293,-0.411,22271,7
E01028294,0.317,11399,4
E01028295,0.097,14562,5
E01028296,0.778,6106,2
E01028297,0.716,6723,3
E01028298,0.041,15379,5
E01028299,0.969,4458,2
E01028300,1.012,4143,2
E01028301,0.969,4457,2
E01028302,0.498,9122,3
E01028303,-0.58,24453,8
E01028304,0.862,5355,2
E01028305,-0.324,21024,7
E01028306,0.233,12618,4
E01028307,-0.421,22398,7
E01028308,-0.517,23661,8
E01028309,-0.151,18412,6
E01028310,0.299,11647,4
E01028311,0.988,4315,2
E01028312,-1.312,30914,10
E01028313,0.898,5063,2
E01028314,-0.199,19122,6
E01028315,-0.673,25621,8
E01028316,0.377,10626,4
E01028317,-0.368,21702,7
E01028318,0.796,5948,2
E01028319,0.668,7196,3
E01028320,0.789,6008,2
E01028321,0.102,14477,5
E01028322,0.085,14736,5
E01028323,0.544,8585,3
E01028325,-0.41,22259,7
E01028326,-0.132,18099,6
E01028327,-0.439,22632,7
E01028328,-0.568,24303,8
E01028329,-1.021,28991,9
E01028330,-1.041,29141,9
E01028331,0.274,11988,4
E01028332,-0.806,27063,9
E01028333,-0.282,20380,7
E01028334,0.547,8543,3
E01028335,-0.036,16556,6
E01028336,-0.288,20468,7
E01028337,-1.005,28870,9
E01028338,0.674,7133,3
E01028339,0.565,8344,3
E01028340,0.693,6957,3
E01028341,0.82,5727,2
E01028342,0.624,7670,3
E01028343,0.54,8624,3
E01028344,-0.07,17097,6
E01028345,-0.899,27964,9
E01028346,-0.645,25276,8
E01028347,-1.012,28923,9
E01028348,-0.144,18292,6
E01028349,-0.462,22914,7
E01028350,-0.13,18073,6
E01028351,-0.754,26511,9
E01028352,-0.935,28268,9
E01028353,-0.946,28371,9
E01028354,-1.635,32077,10
E01028355,-0.614,24877,8
E01028356,-0.824,27243,9
E01028357,-1.159,30013,10
E01028358,-0.504,23466,8
E01028359,-1.678,32169,10
E01028360,-1.64,32085,10
E01028361,-0.902,27997,9
E01028362,-0.25,19869,7
E01028363,-1.873,32487,10
E01028364,-1.622,32044,10
E01028365,-1.86,32473,10
E01028366,0.35,10975,4
E01028367,-0.657,25432,8
E01028368,-1.218,30410,10
E01028369,-0.148,18358,6
E01028370,-0.326,21053,7
E01028371,-0.379,21852,7
E01028372,-0.32,20973,7
E01028373,-1.619,32039,10
E01028374,-0.175,18748,6
E01028375,-0.549,24034,8
E01028376,-1.225,30453,10
E01028377,-1.309,30899,10
E01028378,-1.124,29765,10
E01028379,-1.296,30833,10
E01028380,0.029,15571,5
E01028381,-1.172,30119,10
E01028382,-1.402,31351,10
E01028383,-0.673,25622,8
E01028384,-1.549,31840,10
E01028385,-1.045,29171,9
E01028386,-1.129,29791,10
E01028387,-0.776,26743,9
E01028388,-1.707,32225,10
E01028389,-1.162,30044,10
E01028390,-1.557,31870,10
E01028391,-1.069,29364,9
E01028392,-0.446,22718,7
E01028393,-1.153,29969,10
E01028394,-0.717,26102,8
E01028395,-1.856,32470,10
E01028396,-1.986,32590,10
E01028397,-1.487,31656,10
E01028398,-0.402,22143,7
E01028399,-0.98,28663,9
E01028400,-2.123,32685,10
E01028401,-0.718,26107,8
E01028402,-1.28,30764,10
E01028403,-1.598,31978,10
E01028404,-1.998,32602,10
E01028405,-0.599,24700,8
E01028406,-0.389,21973,7
E01028407,-1.81,32395,10
E01028408,-1.739,32285,10
E01028409,-1.396,31323,10
E01028410,-1.424,31433,10
E01028411,-1.653,32110,10
E01028412,-2.073,32656,10
E01028413,-0.649,25333,8
E01028414,-0.787,26863,9
E01028415,-2.089,32664,10
E01028416,-0.105,17655,6
E01028417,-0.41,22244,7
E01028418,-0.386,21942,7
E01028419,-1.06,29291,9
E01028420,-1.319,30953,10
E01028421,-1.971,32580,10
E01028422,-0.311,20820,7
E01028423,-0.587,24554,8
E01028424,-0.711,26036,8
E01028425,-0.968,28568,9
E01028426,-0.616,24908,8
E01028427,-0.499,23405,8
E01028428,-0.931,28245,9
E01028429,0.384,10547,4
E01028430,0.248,12365,4
E01028431,-0.396,22071,7
E01028432,-0.16,18546,6
E01028433,-0.532,23819,8
E01028434,-1.107,29641,10
E01028435,1.178,2998,1
E01028437,-0.095,17484,6
E01028438,-0.208,19241,6
E01028439,-0.387,21951,7
E01028440,0.274,11993,4
E01028441,0.328,11243,4
E01028443,-0.248,19841,7
E01028444,-0.456,22840,7
E01028445,0.393,10438,4
E01028446,0.008,15883,5
E01028447,0.492,9186,3
E01028448,0.731,6577,3
E01028449,0.919,4883,2
E01028450,1.155,3131,1
E01028451,-0.271,20215,7
E01028452,0.346,11030,4
E01028453,0.447,9757,3
E01028454,1.058,3813,2
E01028455,-0.854,27528,9
E01028456,0.366,10773,4
E01028457,-0.683,25743,8
E01028458,0.122,14163,5
E01028459,-0.901,27980,9
E01028460,-1.055,29262,9
E01028461,-0.795,26959,9
E01028462,-0.689,25804,8
E01028463,-0.748,26443,9
E01028464,-0.712,26044,8
E01028465,-0.952,28431,9
E01028466,0.468,9484,3
E01028467,-0.692,25844,8
E01028468,0.176,13374,5
E01028469,-0.618,24944,8
E01028470,-0.315,20898,7
E01028471,0.224,12725,4
E01028472,-0.317,20926,7
E01028473,-1.173,30127,10
E01028474,-0.414,22309,7
E01028475,-1.083,29465,9
E01028476,-1.771,32337,10
E01028477,-0.488,23257,8
E01028478,-0.389,21980,7
E01028479,-0.648,25322,8
E01028480,-0.393,22037,7
E01028481,-0.675,25640,8
E01028482,-1.062,29308,9
E01028483,-0.777,26752,9
E01028484,-0.762,26588,9
E01028485,-0.604,24759,8
E01028486,-0.958,28482,9
E01028487,-0.648,25321,8
E01028488,-0.501,23435,8
E01028489,-0.762,26593,9
E01028490,-0.245,19798,7
E01028491,-0.55,24051,8
E01028492,-0.471,23027,8
E01028493,-0.41,22256,7
E01028494,0.441,9815,3
E01028495,-0.351,21473,7
E01028496,-0.243,19759,7
E01028497,-0.991,28744,9
E01028498,-0.69,25824,8
E01028499,-0.912,28075,9
E01028500,0.107,14400,5
E01028501,-0.493,23329,8
E01028502,-0.93,28234,9
E01028503,-0.742,26383,9
E01028504,-1.434,31478,10
E01028505,-0.863,27631,9
E01028506,-0.425,22445,7
E01028507,-1.25,30602,10
E01028508,-0.796,26970,9
E01028509,-1.138,29866,10
E01028510,-0.566,24272,8
E01028511,-0.621,24971,8
E01028512,-0.401,22129,7
E01028513,0.498,9120,3
E01028514,0.651,7371,3
E01028515,-0.586,24541,8
E01028516,-0.043,16676,6
E01028517,0.597,7951,3
E01028518,0.769,6185,2
E01028519,0.585,8113,3
E01028520,0.574,8243,3
E01028521,-0.969,28576,9
E01028522,2.023,327,1
E01028523,-0.052,16820,6
E01028524,0.828,5652,2
E01028525,0.431,9932,4
E01028526,-0.603,24755,8
E01028527,-0.182,18872,6
E01028528,-0.413,22300,7
E01028529,0.323,11294,4
E01028530,-0.195,19063,6
E01028531,-0.388,21969,7
E01028532,0,16025,5
E01028533,0.135,13964,5
E01028534,-0.423,22417,7
E01028535,-0.601,24722,8
E01028536,-0.055,16869,6
E01028537,-0.385,21928,7
E01028538,0.545,8571,3
E01028539,-0.622,24983,8
E01028540,-1.08,29440,9
E01028541,-0.077,17211,6
E01028542,0.034,15489,5
E01028543,0.23,12643,4
E01028544,-0.757,26538,9
E01028545,-0.729,26225,8
E01028546,0.454,9666,3
E01028547,-0.771,26704,9
E01028548,-0.272,20232,7
E01028549,-0.386,21946,7
E01028550,-0.105,17641,6
E01028551,-1.245,30566,10
E01028552,0.629,7613,3
E01028553,0.43,9940,4
E01028554,-0.029,16445,6
E01028555,-0.21,19269,6
E01028556,-0.213,19328,6
E01028557,0.274,11996,4
E01028558,-0.3,20648,7
E01028559,-0.39,22000,7
E01028560,-0.412,22291,7
E01028561,-0.924,28180,9
E01028562,-0.769,26673,9
E01028563,-1.122,29750,10
E01028565,-1.677,32167,10
E01028567,0.547,8542,3
E01028568,1.038,3946,2
E01028569,1.11,3463,2
E01028570,-0.242,19749,7
E01028571,-0.858,27560,9
E01028572,-0.905,28021,9
E01028573,-1.283,30776,10
E01028574,0.405,10250,4
E01028575,-0.252,19892,7
E01028576,1.012,4144,2
E01028577,0.624,7676,3
E01028578,-0.572,24348,8
E01028579,0.012,15813,5
E01028580,-0.196,19078,6
E01028581,-0.34,21279,7
E01028582,0.85,5449,2
E01028583,-1.12,29741,10
E01028584,-1.616,32033,10
E01028585,-1.416,31403,10
E01028586,-0.091,17428,6
E01028587,0.388,10512,4
E01028588,-0.445,22700,7
E01028591,-1.266,30684,10
E01028592,-0.861,27604,9
E01028594,-1.543,31827,10
E01028595,-0.833,27315,9
E01028596,-0.937,28293,9
E01028597,-0.156,18479,6
E01028598,-1.688,32193,10
E01028599,-1.451,31546,10
E01028600,-1.587,31954,10
E01028601,-1.962,32576,10
E01028602,-1.382,31270,10
E01028603,-1.165,30068,10
E01028604,-0.185,18910,6
E01028605,-0.363,21634,7
E01028606,-1.35,31113,10
E01028607,-0.896,27943,9
E01028608,-1.383,31276,10
E01028609,-1.245,30573,10
E01028610,-0.93,28237,9
E01028611,-1.57,31914,10
E01028612,-1.794,32368,10
E01028613,-1.616,32031,10
E01028614,-1.432,31464,10
E01028615,-1.676,32165,10
E01028616,-1.6,31983,10
E01028617,-1.344,31083,10
E01028618,-1.573,31918,10
E01028619,-0.807,27076,9
E01028620,-1.762,32325,10
E01028621,-0.789,26888,9
E01028622,-1.314,30925,10
E01028623,-0.686,25776,8
E01028624,-1.035,29091,9
E01028625,-1.355,31137,10
E01028626,-1.312,30915,10
E01028627,-1.427,31444,10
E01028628,-1.503,31710,10
E01028629,-0.875,27757,9
E01028630,-1.231,30490,10
E01028631,-0.004,16073,5
E01028632,-0.196,19070,6
E01028633,-0.413,22294,7
E01028634,-0.954,28443,9
E01028635,-0.469,23002,8
E01028636,0.057,15122,5
E01028637,-1.16,30030,10
E01028638,-1.07,29370,9
E01028639,-1.246,30575,10
E01028640,-1.116,29712,10
E01028641,-1.158,30004,10
E01028642,-1.449,31536,10
E01028643,-1.36,31163,10
E01028644,-1.39,31298,10
E01028645,-1.49,31667,10
E01028646,-1.088,29497,9
E01028647,-1.554,31859,10
E01028648,-1.19,30228,10
E01028649,-1.452,31551,10
E01028650,-1.319,30960,10
E01028651,-0.447,22732,7
E01028652,-1.81,32394,10
E01028653,-0.335,21210,7
E01028654,-1.617,32034,10
E01028655,-2.067,32652,10
E01028656,-1.657,32120,10
E01028657,-0.478,23115,8
E01028658,-0.443,22682,7
E01028659,-1.661,32130,10
E01028660,-1.607,32004,10
E01028661,-1.631,32061,10
E01028662,-1.85,32463,10
E01028663,-1.025,29018,9
E01028664,-1.504,31714,10
E01028665,-1.823,32417,10
E01028666,-1.929,32546,10
E01028667,-1.548,31839,10
E01028668,-1.478,31627,10
E01028669,-1.531,31789,10
E01028670,-1.539,31812,10
E01028671,-0.656,25423,8
E01028672,-1.829,32428,10
E01028673,-1.434,31479,10
E01028674,-1.214,30381,10
E01028675,-0.735,26315,9
E01028676,-0.644,25272,8
E01028677,-0.313,20844,7
E01028678,-1.635,32074,10
E01028679,-1.47,31604,10
E01028680,-1.707,32226,10
E01028681,-1.175,30140,10
E01028682,-0.658,25445,8
E01028683,-1.18,30175,10
E01028684,-1.361,31168,10
E01028685,-1.124,29764,10
E01028686,-1.035,29092,9
E01028688,-0.969,28575,9
E01028689,-0.949,28403,9
E01028690,-1.102,29607,10
E01028691,0.003,15964,5
E01028692,0.436,9877,4
E01028693,-1.991,32597,10
E01028694,-1.429,31451,10
E01028695,-1.371,31219,10
E01028696,-1.274,30731,10
E01028697,-0.021,16315,5
E01028698,-1.325,30992,10
E01028699,-1.485,31648,10
E01028700,-0.448,22738,7
E01028701,-0.951,28411,9
E01028702,-1.099,29593,10
E01028703,-0.041,16640,6
E01028704,-1.146,29920,10
E01028705,-1.379,31259,10
E01028706,-1.56,31881,10
E01028707,-1.384,31280,10
E01028708,-1.162,30043,10
E01028709,-1.862,32476,10
E01028710,-1.66,32127,10
E01028711,-1.694,32208,10
E01028712,-1.365,31190,10
E01028713,-1.102,29606,10
E01028714,-1.092,29536,9
E01028715,-1.329,31008,10
E01028716,-0.996,28789,9
E01028717,-0.344,21357,7
E01028718,-0.132,18095,6
E01028719,-1.255,30629,10
E01028720,-0.976,28629,9
E01028721,-1.52,31758,10
E01028722,-1.48,31636,10
E01028723,-1.273,30721,10
E01028724,-0.926,28194,9
E01028725,-0.844,27443,9
E01028726,-1.862,32477,10
E01028727,-1.44,31500,10
E01028728,-0.394,22042,7
E01028729,-1.184,30192,10
E01028730,-1.685,32185,10
E01028731,-0.556,24134,8
E01028732,-0.699,25920,8
E01028733,-1.132,29820,10
E01028734,-1.365,31186,10
E01028735,-1.252,30612,10
E01028736,-1.828,32424,10
E01028737,-1.777,32347,10
E01028738,-1.051,29226,9
E01028739,-1.197,30264,10
E01028740,-1.329,31012,10
E01028741,-1.661,32131,10
E01028742,-0.862,27616,9
E01028743,-0.676,25665,8
E01028744,-0.811,27126,9
E01028745,-1.402,31352,10
E01028746,-1.428,31446,10
E01028747,-1.17,30100,10
E01028748,-1.048,29200,9
E01028749,-1.392,31308,10
E01028750,-0.644,25267,8
E01028751,-1.617,32035,10
E01028752,-2.007,32610,10
E01028753,-0.491,23303,8
E01028754,-1.21,30351,10
E01028755,-0.91,28058,9
E01028756,-0.906,28033,9
E01028757,-0.408,22221,7
E01028758,-1.191,30236,10
E01028759,-0.914,28094,9
E01028760,-0.855,27542,9
E01028761,-1.433,31471,10
E01028762,-1.317,30941,10
E01028763,-1.245,30570,10
E01028764,-1.058,29281,9
E01028765,-0.607,24800,8
E01028766,-0.854,27529,9
E01028767,-1.491,31672,10
E01028771,-0.069,17080,6
E01028772,-1.007,28886,9
E01028773,-0.31,20795,7
E01028774,-1.225,30454,10
E01028775,-1.123,29760,10
E01028776,-0.993,28760,9
E01028777,-1.02,28982,9
E01028778,-0.818,27187,9
E01028779,-1.109,29666,10
E01028780,-1.219,30416,10
E01028781,-0.111,17751,6
E01028782,-0.378,21829,7
E01028783,-0.552,24079,8
E01028784,-1.329,31007,10
E01028785,-0.531,23811,8
E01028786,-1.371,31221,10
E01028787,-0.078,17240,6
E01028788,-1.015,28951,9
E01028789,-1.168,30091,10
E01028790,-0.787,26867,9
E01028791,-1.395,31318,10
E01028792,-1.353,31123,10
E01028793,-1.261,30660,10
E01028794,-0.77,26690,9
E01028795,-0.963,28529,9
E01028796,-1.177,30148,10
E01028797,-0.728,26222,8
E01028798,-1.312,30916,10
E01028799,-0.936,28278,9
E01028800,-0.685,25766,8
E01028801,-0.697,25891,8
E01028802,-1.142,29900,10
E01028804,-1.126,29779,10
E01028806,-0.75,26471,9
E01028807,-0.847,27480,9
E01028808,-0.708,25999,8
E01028809,-0.266,20120,7
E01028810,-1.082,29456,9
E01028811,-0.053,16829,6
E01028813,-0.499,23406,8
E01028814,-0.838,27378,9
E01028815,-1.5,31702,10
E01028816,-0.737,26333,9
E01028817,-1.002,28827,9
E01028818,-0.984,28696,9
E01028819,0.241,12491,4
E01028820,-1.447,31531,10
E01028821,-0.685,25761,8
E01028822,-0.809,27096,9
E01028823,-1.041,29140,9
E01028824,-1.248,30585,10
E01028825,-0.9,27974,9
E01028826,-0.223,19473,6
E01028827,0.001,16002,5
E01028828,-0.503,23454,8
E01028829,-0.782,26812,9
E01028830,-0.612,24860,8
E01028831,-0.769,26675,9
E01028832,-0.456,22851,7
E01028833,-0.127,18001,6
E01028834,-0.145,18317,6
E01028835,-0.412,22286,7
E01028836,0.417,10104,4
E01028837,-0.585,24519,8
E01028838,0.363,10813,4
E01028839,-0.64,25211,8
E01028840,-0.189,18981,6
E01028841,-0.214,19351,6
E01028842,-1.018,28972,9
E01028843,-0.575,24380,8
E01028844,-0.724,26173,8
E01028845,-0.625,25021,8
E01028846,-0.766,26647,9
E01028847,-0.252,19905,7
E01028848,-0.579,24433,8
E01028849,-0.115,17817,6
E01028850,-1.209,30341,10
E01028851,-0.789,26897,9
E01028852,-0.157,18498,6
E01028853,0.417,10093,4
E01028854,-0.277,20311,7
E01028855,-1.095,29563,10
E01028856,-0.464,22935,7
E01028857,-0.54,23921,8
E01028858,-0.708,26002,8
E01028859,-0.343,21333,7
E01028860,-0.277,20317,7
E01028861,-0.769,26678,9
E01028862,-0.391,22013,7
E01028863,-0.169,18658,6
E01028864,-0.593,24623,8
E01028865,-1.067,29343,9
E01028866,-0.549,24043,8
E01028867,-0.173,18717,6
E01028868,-0.132,18103,6
E01028869,-0.6,24720,8
E01028870,-0.501,23432,8
E01028871,-0.086,17352,6
E01028872,-1.275,30738,10
E01028873,0.604,7876,3
E01028874,-0.186,18932,6
E01028875,-0.304,20720,7
E01028876,0.43,9947,4
E01028877,-0.216,19384,6
E01028878,-0.176,18764,6
E01028879,0.33,11215,4
E01028880,-0.072,17124,6
E01028881,-0.618,24938,8
E01028882,-0.73,26250,8
E01028883,-0.69,25820,8
E01028884,0.124,14128,5
E01028885,-0.349,21449,7
E01028886,0.055,15162,5
E01028887,-0.096,17508,6
E01028888,-0.361,21603,7
E01028889,-0.251,19887,7
E01028890,-0.004,16087,5
E01028891,0.543,8598,3
E01028892,-0.656,25421,8
E01028893,-0.291,20518,7
E01028894,0.415,10125,4
E01028895,-0.33,21119,7
E01028896,-0.497,23390,8
E01028897,-0.163,18581,6
E01028898,-0.627,25060,8
E01028899,-0.513,23603,8
E01028902,-0.155,18457,6
E01028903,0.424,10015,4
E01028904,-0.112,17766,6
E01028905,0.189,13215,5
E01028906,0.998,4242,2
E01028907,-0.408,22212,7
E01028908,0.578,8183,3
E01028909,-0.217,19397,6
E01028910,-0.212,19317,6
E01028911,-0.617,24922,8
E01028912,0.456,9639,3
E01028913,-0.84,27398,9
E01028914,-0.341,21310,7
E01028915,-1.027,29042,9
E01028916,-0.583,24487,8
E01028917,-1.138,29867,10
E01028918,-0.488,23259,8
E01028919,-0.634,25136,8
E01028920,-0.591,24598,8
E01028921,-0.893,27922,9
E01028922,-0.096,17507,6
E01028923,-1.219,30414,10
E01028924,-0.15,18400,6
E01028925,-0.904,28009,9
E01028926,-0.652,25371,8
E01028927,0.109,14378,5
E01028928,0.021,15676,5
E01028929,-0.536,23878,8
E01028930,-0.641,25236,8
E01028931,0.027,15599,5
E01028932,-0.616,24914,8
E01028933,-0.115,17813,6
E01028934,0.323,11300,4
E01028935,-0.289,20490,7
E01028936,-0.39,21998,7
E01028937,-0.109,17712,6
E01028938,-0.186,18935,6
E01028939,-0.427,22470,7
E01028940,-0.458,22875,7
E01028941,-0.173,18708,6
E01028942,-0.876,27766,9
E01028943,0.147,13773,5
E01028944,-0.164,18602,6
E01028945,0.499,9098,3
E01028946,-0.024,16374,5
E01028947,0.018,15724,5
E01028948,0.342,11073,4
E01028949,-0.677,25681,8
E01028950,-0.618,24943,8
E01028951,-0.608,24810,8
E01028952,-0.505,23490,8
E01028953,-1.218,30405,10
E01028954,-0.608,24812,8
E01028955,0.218,12810,4
E01028956,-0.063,16983,6
E01028957,1.071,3727,2
E01028958,0.109,14369,5
E01028959,-0.549,24028,8
E01028960,-0.723,26161,8
E01028961,-0.843,27429,9
E01028962,0.849,5460,2
E01028963,-0.891,27903,9
E01028964,-1.209,30346,10
E01028965,0.702,6860,3
E01028966,-0.282,20375,7
E01028967,0.847,5473,2
E01028968,0.402,10297,4
E01028969,-0.798,26986,9
E01028970,0.062,15045,5
E01028971,-0.363,21627,7
E01028972,-0.808,27085,9
E01028973,-0.185,18907,6
E01028974,-0.844,27441,9
E01028975,0.501,9076,3
E01028976,-0.606,24784,8
E01028977,-0.264,20092,7
E01028978,-0.668,25566,8
E01028979,-0.314,20865,7
E01028980,-0.498,23401,8
E01028981,-0.308,20771,7
E01028982,0.235,12583,4
E01028983,0.62,7720,3
E01028984,0.467,9494,3
E01028985,-0.424,22426,7
E01028986,-0.927,28203,9
E01028987,-0.506,23501,8
E01028988,-0.26,20023,7
E01028989,0.057,15116,5
E01028990,-0.74,26361,9
E01028991,-0.458,22874,7
E01028992,-0.06,16941,6
E01028993,-1.096,29570,10
E01028994,-0.707,25989,8
E01028995,-0.698,25912,8
E01028996,-1.064,29328,9
E01028997,-0.511,23577,8
E01028998,-0.595,24658,8
E01028999,-0.891,27890,9
E01029000,-0.529,23789,8
E01029001,-1.025,29020,9
E01029002,-0.057,16889,6
E01029003,-1.556,31863,10
E01029004,-0.444,22688,7
E01029005,-0.236,19652,6
E01029006,-0.314,20860,7
E01029007,1.025,4054,2
E01029009,-0.647,25302,8
E01029010,0.01,15857,5
E01029011,-0.27,20194,7
E01029012,-0.685,25765,8
E01029013,-0.703,25954,8
E01029014,0.517,8905,3
E01029015,-0.944,28357,9
E01029016,-0.769,26666,9
E01029018,-0.849,27503,9
E01029019,-1.102,29605,10
E01029020,-0.478,23104,8
E01029021,-0.549,24039,8
E01029022,-0.732,26270,8
E01029023,-0.273,20242,7
E01029024,-0.782,26807,9
E01029025,0.235,12581,4
E01029026,0.028,15584,5
E01029027,-0.224,19483,6
E01029028,-0.174,18738,6
E01029029,0.241,12487,4
E01029030,-1.085,29477,9
E01029031,-0.494,23344,8
E01029032,-0.064,16993,6
E01029033,-0.239,19706,6
E01029034,-0.602,24738,8
E01029035,-0.372,21754,7
E01029036,0.174,13406,5
E01029037,0.484,9278,3
E01029038,0.045,15315,5
E01029039,0.306,11551,4
E01029040,-0.203,19181,6
E01029041,0.046,15305,5
E01029042,0.671,7167,3
E01029043,-0.177,18782,6
E01029044,0.401,10310,4
E01029045,0.116,14268,5
E01029046,1.236,2672,1
E01029047,0.269,12077,4
E01029050,-0.131,18083,6
E01029051,-0.041,16636,6
E01029052,-0.441,22655,7
E01029053,-0.584,24510,8
E01029054,-0.378,21840,7
E01029055,-0.462,22918,7
E01029056,-0.786,26851,9
E01029057,-0.743,26395,9
E01029058,-0.786,26858,9
E01029059,-0.566,24263,8
E01029060,-0.539,23913,8
E01029061,-0.606,24790,8
E01029062,0.543,8592,3
E01029063,-0.514,23610,8
E01029064,-0.212,19314,6
E01029065,-0.679,25693,8
E01029066,-0.084,17321,6
E01029067,0.391,10461,4
E01029068,0.02,15697,5
E01029069,-0.187,18951,6
E01029070,-0.654,25389,8
E01029071,0.517,8908,3
E01029072,0.345,11045,4
E01029073,0.223,12733,4
E01029074,-1.014,28943,9
E01029075,0.666,7222,3
E01029076,-0.707,25992,8
E01029077,-0.623,24996,8
E01029078,-0.517,23660,8
E01029079,0.258,12200,4
E01029080,-0.122,17923,6
E01029081,0.034,15481,5
E01029082,-0.57,24319,8
E01029083,-0.64,25210,8
E01029084,0.073,14901,5
E01029085,0,16024,5
E01029086,-1.058,29285,9
E01029089,-0.659,25462,8
E01029090,-0.326,21058,7
E01029091,-0.05,16779,6
E01029092,-0.111,17755,6
E01029093,0.448,9743,3
E01029094,-0.074,17162,6
E01029095,0.829,5642,2
E01029096,0.478,9344,3
E01029097,0.505,9034,3
E01029098,0.771,6171,2
E01029099,1.011,4149,2
E01029100,0.593,8018,3
E01029101,0.172,13442,5
E01029102,0.013,15801,5
E01029103,-0.275,20279,7
E01029104,-0.954,28453,9
E01029105,1.208,2814,1
E01029106,1.293,2382,1
E01029107,0.915,4906,2
E01029108,-0.127,18005,6
E01029109,0.841,5533,2
E01029110,0.57,8285,3
E01029111,0.115,14288,5
E01029112,0.939,4696,2
E01029113,-0.459,22879,7
E01029114,-0.089,17393,6
E01029115,-0.454,22816,7
E01029116,0.498,9109,3
E01029117,0.76,6280,2
E01029118,-0.026,16405,5
E01029119,0.821,5722,2
E01029120,0.032,15517,5
E01029121,-0.478,23109,8
E01029122,-0.702,25946,8
E01029123,0.294,11706,4
E01029124,-0.559,24171,8
E01029125,-0.481,23145,8
E01029126,-0.642,25250,8
E01029127,0.062,15049,5
E01029128,-0.779,26777,9
E01029129,-0.407,22208,7
E01029130,-0.617,24925,8
E01029131,0.762,6252,2
E01029132,1.126,3347,2
E01029133,-0.152,18421,6
E01029134,0.662,7271,3
E01029135,-0.645,25279,8
E01029136,-0.248,19845,7
E01029137,-0.272,20233,7
E01029138,-0.1,17561,6
E01029139,-0.353,21489,7
E01029140,-0.59,24595,8
E01029142,-0.26,20033,7
E01029143,-0.113,17785,6
E01029144,-0.436,22589,7
E01029145,-0.182,18876,6
E01029147,-1.104,29617,10
E01029148,-0.835,27337,9
E01029149,-0.622,24974,8
E01029150,-0.624,25009,8
E01029151,-0.617,24923,8
E01029152,0.068,14982,5
E01029153,-1.16,30023,10
E01029154,-0.25,19879,7
E01029155,-0.939,28310,9
E01029156,-0.329,21095,7
E01029157,-0.359,21569,7
E01029158,-0.766,26640,9
E01029159,-0.749,26454,9
E01029160,-1.136,29849,10
E01029161,-0.045,16703,6
E01029162,0.48,9323,3
E01029163,-0.958,28478,9
E01029164,-0.949,28398,9
E01029165,-0.475,23074,8
E01029166,-1.092,29542,9
E01029167,-0.221,19448,6
E01029168,-0.961,28511,9
E01029169,-0.207,19231,6
E01029170,0.583,8138,3
E01029171,0.486,9247,3
E01029172,-0.667,25550,8
E01029173,-0.429,22492,7
E01029174,0.204,13007,4
E01029175,0.135,13957,5
E01029176,-0.128,18019,6
E01029177,0.759,6293,2
E01029178,-0.219,19422,6
E01029179,0.108,14385,5
E01029180,-0.375,21802,7
E01029181,-0.233,19616,6
E01029182,-0.284,20409,7
E01029183,0.052,15202,5
E01029184,-0.314,20855,7
E01029185,-0.093,17461,6
E01029186,0.661,7282,3
E01029187,0.336,11131,4
E01029188,-0.528,23778,8
E01029189,0.196,13124,4
E01029190,-0.452,22787,7
E01029191,-0.346,21381,7
E01029192,-0.436,22592,7
E01029193,-0.283,20383,7
