LSOA_Code,Health_Score,Health_Rank,Health_Decile
E01016034,-0.546,24003,8
E01016035,0.379,10607,4
E01016036,0.583,8136,3
E01016037,0.333,11171,4
E01016038,0.42,10061,4
E01016039,0.208,12946,4
E01016040,0.422,10040,4
E01016041,0.934,4747,2
E01016042,0.372,10691,4
E01016043,0.528,8765,3
E01016044,0.367,10756,4
E01016045,0.246,12409,4
E01016046,0.565,8350,3
E01016047,0.291,11746,4
E01016048,0.069,14956,5
E01016049,0.933,4769,2
E01016050,-1.08,29441,9
E01016051,-0.78,26786,9
E01016052,-0.93,28238,9
E01016053,-0.454,22810,7
E01016054,-1.099,29588,10
E01016055,0.267,12087,4
E01016056,0.08,14815,5
E01016057,-0.137,18186,6
E01016058,-0.516,23634,8
E01016059,0.433,9909,4
E01016060,-0.58,24451,8
E01016061,0.386,10530,4
E01016062,0.248,12368,4
E01016063,1.174,3028,1
E01016064,1.025,4053,2
E01016065,-0.017,16267,5
E01016066,0.672,7155,3
E01016067,0.399,10345,4
E01016068,0.788,6013,2
E01016069,0.787,6028,2
E01016070,0.421,10054,4
E01016071,0.726,6624,3
E01016072,0.476,9383,3
E01016073,-0.473,23048,8
E01016074,0.28,11909,4
E01016075,0.433,9906,4
E01016076,-0.307,20762,7
E01016077,0.429,9952,4
E01016078,-0.152,18426,6
E01016079,-0.471,23021,8
E01016080,0.01,15844,5
E01016081,-0.408,22217,7
E01016082,-0.524,23736,8
E01016083,0.986,4333,2
E01016084,-0.04,16620,6
E01016085,-0.79,26908,9
E01016086,-0.772,26707,9
E01016087,-0.484,23193,8
E01016088,0.126,14107,5
E01016089,-0.334,21186,7
E01016090,-0.797,26979,9
E01016091,-0.542,23968,8
E01016092,-0.804,27035,9
E01016093,-0.682,25734,8
E01016094,-0.253,19923,7
E01016095,-0.449,22764,7
E01016096,-0.529,23790,8
E01016097,0.392,10451,4
E01016098,0.794,5965,2
E01016099,0.032,15508,5
E01016100,0.267,12095,4
E01016101,-0.521,23710,8
E01016102,0.837,5561,2
E01016103,-0.39,21999,7
E01016104,-0.43,22506,7
E01016105,-0.312,20824,7
E01016106,-0.243,19768,7
E01016107,-0.498,23403,8
E01016110,0.521,8866,3
E01016111,2.18,199,1
E01016112,-1.167,30084,10
E01016113,-0.104,17631,6
E01016114,0.272,12028,4
E01016115,0.093,14623,5
E01016116,-0.09,17414,6
E01016117,1.263,2537,1
E01016118,-0.151,18414,6
E01016119,0.144,13819,5
E01016120,0.271,12051,4
E01016121,-0.325,21047,7
E01016122,-0.535,23869,8
E01016123,-0.48,23136,8
E01016124,-0.082,17297,6
E01016125,-0.205,19201,6
E01016126,-0.5,23420,8
E01016127,-0.045,16696,6
E01016128,0.845,5490,2
E01016129,-0.204,19197,6
E01016130,-0.283,20382,7
E01016131,-0.283,20393,7
E01016132,-0.835,27343,9
E01016133,-0.547,24011,8
E01016134,-0.382,21889,7
E01016135,0.317,11391,4
E01016136,0.681,7060,3
E01016137,0.33,11211,4
E01016138,-0.862,27610,9
E01016139,-0.554,24111,8
E01016140,0.409,10216,4
E01016141,0.233,12611,4
E01016142,-0.339,21276,7
E01016143,-0.404,22167,7
E01016144,-0.435,22570,7
E01016145,-0.318,20948,7
E01016146,0.396,10381,4
E01016147,-0.221,19449,6
E01016148,-0.229,19560,6
E01016149,0.001,15997,5
E01016150,0.573,8261,3
E01016151,-0.078,17216,6
E01016152,0.541,8611,3
E01016153,0.479,9330,3
E01016154,0.305,11564,4
E01016155,-0.257,19977,7
E01016156,0.431,9937,4
E01016157,-0.076,17192,6
E01016158,-0.261,20053,7
E01016159,0.84,5541,2
E01016160,0.861,5359,2
E01016161,1.361,2031,1
E01016162,-0.409,22233,7
E01016163,0.35,10974,4
E01016164,0.473,9423,3
E01016165,-0.04,16624,6
E01016166,-0.16,18529,6
E01016167,-0.117,17848,6
E01016168,0.068,14978,5
E01016169,-0.419,22374,7
E01016170,-0.139,18222,6
E01016171,0.709,6787,3
E01016172,-0.314,20879,7
E01016173,0.456,9645,3
E01016174,0.227,12685,4
E01016175,-0.172,18694,6
E01016176,-0.928,28215,9
E01016177,-0.006,16110,5
E01016178,0.133,13991,5
E01016179,-0.079,17249,6
E01016180,-0.906,28032,9
E01016181,-1.581,31934,10
E01016182,-1.592,31961,10
E01016183,-1.123,29761,10
E01016184,-1.58,31932,10
E01016185,-1.214,30382,10
E01016186,-1.462,31584,10
E01016187,-1.82,32409,10
E01016188,-1.796,32371,10
E01016190,-0.807,27077,9
E01016191,-0.316,20911,7
E01016192,-0.336,21217,7
E01016193,-0.854,27526,9
E01016194,-1.272,30708,10
E01016195,-0.741,26366,9
E01016196,-1.307,30887,10
E01016197,-0.848,27491,9
E01016198,-1.401,31345,10
E01016199,-1.422,31423,10
E01016200,-0.869,27695,9
E01016201,-0.756,26533,9
E01016202,-0.568,24305,8
E01016203,0.162,13583,5
E01016204,-0.465,22953,7
E01016205,-0.379,21849,7
E01016206,-2.119,32681,10
E01016207,-0.184,18902,6
E01016208,-1.305,30883,10
E01016209,-0.385,21924,7
E01016210,0.078,14835,5
E01016212,-0.484,23202,8
E01016213,-0.648,25320,8
E01016214,-1.111,29684,10
E01016215,-0.304,20710,7
E01016216,-0.435,22565,7
E01016217,-0.569,24316,8
E01016218,-0.313,20846,7
E01016219,-1.139,29875,10
E01016220,-0.294,20568,7
E01016221,-0.352,21485,7
E01016222,-1.772,32339,10
E01016223,-0.436,22587,7
E01016224,-0.023,16357,5
E01016225,-1.503,31713,10
E01016226,-0.301,20660,7
E01016227,-1.139,29873,10
E01016228,-1.255,30623,10
E01016229,-0.826,27257,9
E01016230,-1.459,31577,10
E01016231,-0.314,20867,7
E01016232,-0.529,23792,8
E01016233,0.069,14954,5
E01016234,-1.029,29054,9
E01016235,-1.319,30959,10
E01016236,-0.227,19533,6
E01016237,-1.313,30922,10
E01016238,-0.869,27688,9
E01016239,-0.725,26188,8
E01016240,-0.337,21229,7
E01016241,-0.433,22550,7
E01016242,0.255,12254,4
E01016243,-1.485,31647,10
E01016245,-1.931,32548,10
E01016246,-1.735,32279,10
E01016247,-1.607,32002,10
E01016248,-0.528,23771,8
E01016249,0.066,14998,5
E01016250,-0.869,27701,9
E01016252,-1.231,30487,10
E01016253,-1.5,31700,10
E01016254,-0.453,22807,7
E01016255,-1.137,29858,10
E01016256,-1.562,31893,10
E01016257,-1.446,31519,10
E01016258,-0.604,24763,8
E01016259,-1.469,31602,10
E01016260,-1.266,30680,10
E01016261,-1.641,32086,10
E01016262,-1.022,28999,9
E01016263,-1.891,32508,10
E01016264,-1.42,31418,10
E01016265,-1.324,30985,10
E01016266,-1.134,29835,10
E01016267,-1.572,31917,10
E01016268,-0.063,16980,6
E01016269,-0.836,27348,9
E01016270,-0.576,24387,8
E01016271,-0.071,17106,6
E01016272,-1.186,30205,10
E01016273,0.222,12752,4
E01016274,-0.798,26984,9
E01016275,-0.681,25732,8
E01016276,-0.846,27468,9
E01016277,-1.276,30743,10
E01016278,-1.559,31872,10
E01016279,-0.455,22836,7
E01016280,-0.109,17710,6
E01016281,-0.816,27173,9
E01016282,-1.553,31849,10
E01016283,-1.615,32028,10
E01016284,-1.215,30390,10
E01016285,-1.448,31533,10
E01016286,-0.835,27333,9
E01016287,-1.064,29323,9
E01016288,-1.504,31716,10
E01016289,-1.336,31041,10
E01016290,-1.084,29474,9
E01016291,-1.336,31042,10
E01016292,-1.158,30007,10
E01016293,-0.697,25889,8
E01016294,-1.271,30706,10
E01016295,0.378,10610,4
E01016296,-1.005,28871,9
E01016297,-0.063,16987,6
E01016298,-0.919,28140,9
E01016299,-0.948,28389,9
E01016300,-1.031,29066,9
E01016301,-1.551,31845,10
E01016302,-0.919,28135,9
E01016303,-1.007,28881,9
E01016304,-0.887,27867,9
E01016305,-0.697,25892,8
E01016306,-0.159,18520,6
E01016307,-0.061,16960,6
E01016308,-1.554,31856,10
E01016309,-0.852,27514,9
E01016310,-0.588,24562,8
E01016311,-0.981,28670,9
E01016312,-0.355,21525,7
E01016313,-0.651,25358,8
E01016314,-1.635,32080,10
E01016315,-1.646,32098,10
E01016316,-1.231,30495,10
E01016317,-0.56,24176,8
E01016318,-1.205,30317,10
E01016319,-0.417,22344,7
E01016320,-0.59,24590,8
E01016321,-0.161,18551,6
E01016322,-1.586,31943,10
E01016323,-0.811,27127,9
E01016324,-1.027,29040,9
E01016325,-0.192,19021,6
E01016326,-1.246,30582,10
E01016327,-0.953,28438,9
E01016328,-0.408,22223,7
E01016329,-0.87,27707,9
E01016330,-0.64,25219,8
E01016331,-0.585,24518,8
E01016332,-0.138,18204,6
E01016333,-1.28,30763,10
E01016334,-0.575,24377,8
E01016335,-1.105,29624,10
E01016336,0.404,10269,4
E01016337,-0.351,21469,7
E01016338,-1.634,32073,10
E01016339,-0.646,25287,8
E01016340,-0.685,25764,8
E01016341,-0.935,28266,9
E01016342,-0.852,27513,9
E01016343,-1.403,31356,10
E01016344,-0.394,22043,7
E01016345,-0.948,28388,9
E01016346,-0.241,19726,7
E01016347,-0.579,24434,8
E01016348,-0.331,21134,7
E01016349,-1.124,29769,10
E01016350,-0.913,28086,9
E01016353,0.6,7927,3
E01016355,-0.172,18699,6
E01016356,0.125,14118,5
E01016357,-0.204,19187,6
E01016358,0.218,12819,4
E01016359,-0.172,18702,6
E01016360,0.286,11819,4
E01016361,0.181,13322,5
E01016362,0.113,14316,5
E01016363,0.309,11500,4
E01016364,-0.991,28749,9
E01016365,-0.441,22649,7
E01016366,-0.261,20055,7
E01016367,0.221,12770,4
E01016368,1.12,3382,2
E01016369,0.171,13456,5
E01016370,-0.725,26179,8
E01016371,0.154,13674,5
E01016372,0.568,8304,3
E01016373,0.246,12396,4
E01016374,-0.174,18737,6
E01016375,0.437,9865,4
E01016376,0.332,11183,4
E01016377,0.085,14742,5
E01016378,0.187,13244,5
E01016379,-0.039,16598,6
E01016380,-0.632,25118,8
E01016381,0.039,15412,5
E01016382,0.392,10456,4
E01016383,-0.08,17273,6
E01016384,-0.886,27852,9
E01016385,0.261,12166,4
E01016386,-1.282,30769,10
E01016387,-0.972,28596,9
E01016388,-0.155,18463,6
E01016389,0.486,9249,3
E01016390,0.761,6268,2
E01016391,0.436,9870,4
E01016392,0.298,11667,4
E01016393,0.289,11778,4
E01016394,1.272,2496,1
E01016395,0.073,14902,5
E01016396,0.74,6468,2
E01016397,0.658,7308,3
E01016398,0.244,12435,4
E01016399,-0.344,21355,7
E01016400,0.567,8315,3
E01016401,-0.238,19687,6
E01016402,0.241,12482,4
E01016403,-0.868,27682,9
E01016404,0.021,15683,5
E01016405,-0.447,22733,7
E01016406,-0.321,20981,7
E01016407,-0.77,26682,9
E01016408,-0.849,27506,9
E01016409,-0.099,17553,6
E01016410,-0.746,26419,9
E01016411,-1.002,28831,9
E01016412,-0.475,23069,8
E01016413,-1.014,28940,9
E01016414,-0.512,23585,8
E01016415,1.088,3612,2
E01016416,-0.373,21777,7
E01016417,0.125,14112,5
E01016418,-0.44,22645,7
E01016419,0.109,14376,5
E01016420,1.044,3911,2
E01016421,0.383,10561,4
E01016422,0.424,10020,4
E01016423,0.611,7801,3
E01016424,-0.678,25690,8
E01016425,-0.718,26110,8
E01016426,-0.95,28407,9
E01016427,-1.285,30782,10
E01016428,-0.511,23574,8
E01016429,-0.917,28129,9
E01016430,-1.535,31802,10
E01016431,-0.537,23891,8
E01016432,-0.28,20348,7
E01016433,-0.156,18472,6
E01016434,-0.254,19925,7
E01016435,0.301,11617,4
E01016436,0.308,11517,4
E01016437,0,16022,5
E01016438,0.747,6397,2
E01016439,0.358,10883,4
E01016440,0.591,8049,3
E01016441,1.098,3538,2
E01016442,0.017,15744,5
E01016443,0.739,6484,2
E01016444,0.352,10953,4
E01016445,0.574,8251,3
E01016446,0.3,11642,4
E01016447,0.067,14985,5
E01016448,0.41,10190,4
E01016449,0.497,9127,3
E01016450,1.001,4224,2
E01016451,1.067,3743,2
E01016452,0.633,7570,3
E01016453,0.148,13751,5
E01016454,0.803,5870,2
E01016455,0.297,11673,4
E01016456,0.372,10689,4
E01016457,-0.45,22774,7
E01016458,1.037,3952,2
E01016459,-0.002,16044,5
E01016460,-0.275,20285,7
E01016461,0.149,13742,5
E01016462,0.275,11967,4
E01016463,0.545,8575,3
E01016464,0.373,10670,4
E01016465,0.403,10293,4
E01016467,-0.146,18331,6
E01016468,-0.194,19037,6
E01016469,-0.077,17206,6
E01016470,-0.186,18925,6
E01016471,0.154,13682,5
E01016472,-0.233,19625,6
E01016473,-0.389,21986,7
E01016474,0.266,12103,4
E01016475,0.142,13859,5
E01016476,0.31,11482,4
E01016477,-0.626,25049,8
E01016478,-0.156,18476,6
E01016479,0.101,14504,5
E01016480,1.12,3388,2
E01016481,0.236,12567,4
E01016482,-0.268,20169,7
E01016483,-0.265,20105,7
E01016484,0.651,7375,3
E01016485,-0.056,16875,6
E01016486,0.567,8314,3
E01016487,0.015,15768,5
E01016488,-0.16,18541,6
E01016490,0.536,8673,3
E01016491,-0.375,21805,7
E01016492,0.176,13385,5
E01016493,0.065,15009,5
E01016494,-0.219,19429,6
E01016495,0.012,15820,5
E01016496,0.502,9060,3
E01016497,-0.136,18166,6
E01016498,0.544,8586,3
E01016499,0.699,6886,3
E01016500,-0.215,19364,6
E01016501,0.646,7431,3
E01016502,-0.08,17274,6
E01016503,0.752,6355,2
E01016504,-0.249,19855,7
E01016505,0.597,7966,3
E01016506,-0.549,24032,8
E01016507,-0.012,16190,5
E01016508,-0.505,23477,8
E01016509,-0.31,20799,7
E01016510,-0.77,26683,9
E01016511,0.528,8762,3
E01016512,-0.171,18688,6
E01016513,-0.771,26696,9
E01016514,-0.014,16207,5
E01016515,-0.8,27000,9
E01016516,-0.066,17021,6
E01016517,0.465,9527,3
E01016518,-0.149,18381,6
E01016519,0.451,9706,3
E01016520,0.737,6509,2
E01016521,0.031,15539,5
E01016522,-1.63,32058,10
E01016523,-1.738,32284,10
E01016524,-1.863,32479,10
E01016525,-1.509,31726,10
E01016526,-1.806,32389,10
E01016527,-0.834,27326,9
E01016528,-1.177,30153,10
E01016529,0.268,12080,4
E01016530,-0.137,18172,6
E01016531,-1.227,30461,10
E01016532,-1.626,32048,10
E01016533,-2.138,32701,10
E01016534,-1.635,32079,10
E01016535,-0.951,28413,9
E01016536,-0.225,19493,6
E01016537,-0.716,26094,8
E01016538,-1.539,31814,10
E01016539,-1.372,31227,10
E01016540,-1.16,30021,10
E01016541,-1.366,31197,10
E01016542,-0.459,22878,7
E01016543,-1.515,31742,10
E01016544,-1.126,29778,10
E01016545,-0.588,24569,8
E01016546,-1.744,32291,10
E01016547,-1.397,31328,10
E01016548,-0.986,28705,9
E01016549,-0.388,21972,7
E01016550,-0.57,24322,8
E01016551,-1.651,32107,10
E01016552,-1.149,29942,10
E01016553,-0.804,27039,9
E01016554,-0.051,16801,6
E01016555,0.8,5905,2
E01016556,-0.567,24288,8
E01016557,-0.594,24631,8
E01016558,-0.859,27577,9
E01016559,-1.896,32519,10
E01016560,0.351,10967,4
E01016561,-1.093,29547,9
E01016562,-1.334,31034,10
E01016563,-1.285,30781,10
E01016564,-0.561,24194,8
E01016565,-1.502,31708,10
E01016566,-0.594,24638,8
E01016567,-1.689,32196,10
E01016568,-0.509,23539,8
E01016569,-0.528,23770,8
E01016570,-1.752,32306,10
E01016571,-1.42,31417,10
E01016572,-1.178,30160,10
E01016573,0.5,9090,3
E01016574,-0.472,23033,8
E01016575,-1.221,30424,10
E01016576,-1.161,30036,10
E01016577,-0.266,20132,7
E01016578,-1.224,30451,10
E01016579,-1.128,29789,10
E01016580,0.273,12009,4
E01016581,-1.327,31000,10
E01016582,-0.68,25722,8
E01016583,-1.802,32383,10
E01016584,-0.677,25673,8
E01016585,-0.928,28214,9
E01016586,-1.341,31071,10
E01016587,-1.187,30213,10
E01016588,-0.764,26618,9
E01016589,-1.65,32106,10
E01016591,-1.655,32115,10
E01016592,-1.498,31694,10
E01016593,0.147,13771,5
E01016594,-0.226,19509,6
E01016595,-0.697,25894,8
E01016596,-1.543,31826,10
E01016597,-2.056,32647,10
E01016598,-1.193,30250,10
E01016599,0.25,12343,4
E01016600,-1.269,30697,10
E01016601,-1.008,28889,9
E01016602,-1.689,32195,10
E01016603,-1.738,32283,10
E01016604,-1.924,32541,10
E01016605,-1.012,28927,9
E01016606,-1.409,31373,10
E01016607,-1.955,32571,10
E01016608,-1.002,28829,9
E01016609,-0.588,24564,8
E01016610,-1.656,32118,10
E01016611,-1.572,31916,10
E01016612,-2.161,32711,10
E01016613,-1.012,28925,9
E01016614,-1.659,32124,10
E01016615,-0.426,22456,7
E01016616,-1.439,31492,10
E01016617,-1.753,32308,10
E01016618,-1.557,31867,10
E01016619,-1.531,31787,10
E01016620,-1.563,31894,10
E01016621,-1.302,30866,10
E01016622,-1.517,31746,10
E01016623,-1.473,31613,10
E01016624,-1.892,32515,10
E01016625,-1.685,32186,10
E01016626,-0.645,25283,8
E01016627,-1.842,32456,10
E01016628,-2.211,32729,10
E01016629,-2.091,32667,10
E01016630,-2.55,32807,10
E01016631,-1.108,29655,10
E01016632,-2.614,32814,10
E01016633,-2.343,32776,10
E01016634,-1.157,29998,10
E01016635,-1.992,32599,10
E01016636,-2.241,32741,10
E01016637,-1.284,30778,10
E01016638,-2.094,32669,10
E01016639,-1.776,32346,10
E01016640,-1.8,32377,10
E01016641,-1.312,30912,10
E01016642,-0.237,19673,6
E01016643,-2.297,32758,10
E01016644,-2.034,32632,10
E01016645,-1.884,32501,10
E01016646,-1.528,31778,10
E01016647,-1.165,30063,10
E01016648,-1.319,30957,10
E01016649,-1.543,31828,10
E01016651,-1.242,30549,10
E01016652,-1.381,31268,10
E01016653,-1.89,32507,10
E01016654,-1.734,32276,10
E01016655,-1.612,32014,10
E01016656,-1.631,32063,10
E01016657,-1.958,32574,10
E01016658,-1.666,32143,10
E01016659,-1.166,30076,10
E01016660,-1.848,32461,10
E01016661,-1.282,30768,10
E01016662,0.369,10729,4
E01016663,-1.364,31182,10
E01016664,-1.675,32162,10
E01016665,-1.353,31125,10
E01016666,-1.85,32464,10
E01016668,-1.398,31332,10
E01016669,-1.612,32013,10
E01016670,-2.438,32792,10
E01016671,-1.133,29828,10
E01016672,-2.035,32633,10
E01016673,0.016,15754,5
E01016674,-0.952,28432,9
E01016675,-1.901,32523,10
E01016676,-1.874,32489,10
E01016677,-1.35,31114,10
E01016678,-1.206,30330,10
E01016679,-1.232,30503,10
E01016680,-0.837,27363,9
E01016682,-1.532,31790,10
E01016683,-1.346,31092,10
E01016684,-1.587,31952,10
E01016685,-1.473,31612,10
E01016686,-1.121,29744,10
E01016687,-1.355,31138,10
E01016688,-1.121,29745,10
E01016689,-1.227,30463,10
E01016690,-1.454,31556,10
E01016691,-1.396,31320,10
E01016692,-1.009,28902,9
E01016693,-2.001,32604,10
E01016694,-1.398,31333,10
E01016695,-2.059,32649,10
E01016696,-1.38,31263,10
E01016699,-2.012,32618,10
E01016700,-2.004,32608,10
E01016701,-1.436,31485,10
E01016702,-1.439,31495,10
E01016703,-1.173,30124,10
E01016704,-0.29,20494,7
E01016705,-0.372,21764,7
E01016706,-2.674,32822,10
E01016707,-1.826,32422,10
E01016708,-1.816,32403,10
E01016709,-1.714,32237,10
E01016710,0.139,13902,5
E01016711,-0.463,22930,7
E01016713,-0.422,22403,7
E01016714,0.014,15794,5
E01016715,0.105,14439,5
E01016716,0.274,11998,4
E01016717,0.283,11861,4
E01016718,0.529,8751,3
E01016719,-0.056,16879,6
E01016720,0.496,9145,3
E01016721,-0.21,19279,6
E01016722,-0.288,20471,7
E01016723,-0.385,21937,7
E01016724,0.28,11901,4
E01016725,0.042,15350,5
E01016726,0.351,10960,4
E01016727,0.316,11418,4
E01016728,-0.539,23910,8
E01016729,0.209,12945,4
E01016731,-0.148,18363,6
E01016732,-0.003,16056,5
E01016733,0.158,13633,5
E01016734,-0.589,24574,8
E01016735,-1.013,28934,9
E01016736,-0.581,24463,8
E01016737,-0.297,20600,7
E01016738,0.474,9415,3
E01016739,-0.668,25557,8
E01016740,-0.22,19437,6
E01016741,0.317,11401,4
E01016742,1.755,748,1
E01016743,0.616,7742,3
E01016744,0.613,7779,3
E01016745,-0.122,17934,6
E01016746,0.289,11782,4
E01016748,-0.215,19373,6
E01016750,-0.679,25699,8
E01016751,-0.505,23491,8
E01016752,-0.378,21834,7
E01016753,-0.25,19876,7
E01016754,-0.276,20301,7
E01016755,-0.331,21130,7
E01016756,0.291,11751,4
E01016757,-0.202,19167,6
E01016758,-0.641,25237,8
E01016759,-0.062,16964,6
E01016760,-1.15,29944,10
E01016761,-0.713,26053,8
E01016762,0.183,13294,5
E01016763,0.079,14829,5
E01016764,-0.104,17629,6
E01016765,0.662,7273,3
E01016766,0.168,13490,5
E01016767,-0.515,23621,8
E01016768,-0.156,18484,6
E01016769,-0.456,22849,7
E01016770,-0.391,22005,7
E01016771,0.381,10576,4
E01016772,0.508,9000,3
E01016773,-0.392,22016,7
E01016774,-0.5,23429,8
E01016775,-0.298,20629,7
E01016776,-0.528,23779,8
E01016777,0.021,15689,5
E01016778,-0.356,21531,7
E01016780,-0.588,24565,8
E01016781,-0.649,25324,8
E01016783,-0.645,25278,8
E01016784,-0.021,16311,5
E01016786,-0.862,27607,9
E01016787,0.084,14750,5
E01016788,-0.937,28286,9
E01016789,-0.382,21894,7
E01016790,-0.301,20665,7
E01016791,-0.652,25372,8
E01016792,-0.488,23252,8
E01016793,-0.366,21674,7
E01016794,-0.19,18989,6
E01016795,-0.607,24793,8
E01016796,-0.895,27930,9
E01016797,-1.094,29558,9
E01016798,-1.687,32187,10
E01016799,-0.802,27024,9
E01016800,-0.927,28202,9
E01016801,-0.941,28330,9
E01016802,-0.773,26725,9
E01016803,-0.624,25018,8
E01016804,0.436,9873,4
E01016805,-0.445,22699,7
E01016806,0.728,6607,3
E01016807,0.118,14244,5
E01016808,-0.581,24466,8
E01016809,-0.027,16423,6
E01016810,0.925,4831,2
E01016811,0.248,12371,4
E01016812,-0.254,19935,7
E01016813,-0.094,17468,6
E01016814,-0.507,23520,8
E01016815,-0.074,17158,6
E01016816,-0.747,26433,9
E01016817,-0.356,21533,7
E01016818,-0.231,19593,6
E01016819,0.623,7681,3
E01016820,-0.594,24630,8
E01016821,0.65,7387,3
E01016822,0.039,15408,5
E01016823,-0.38,21866,7
E01016824,-0.353,21488,7
E01016825,-0.337,21239,7
E01016826,-0.902,27995,9
E01016827,-0.006,16102,5
E01016828,-1.038,29127,9
E01016829,-0.032,16477,6
E01016830,-0.051,16792,6
E01016831,-0.089,17391,6
E01016832,0.143,13832,5
E01016833,-0.839,27389,9
E01016834,0.482,9302,3
E01016835,0.766,6210,2
E01016836,-0.617,24933,8
E01016837,-0.21,19284,6
E01016838,-0.16,18538,6
E01016839,1.076,3699,2
E01016840,-1.038,29120,9
E01016841,-0.361,21605,7
E01016842,1.077,3694,2
E01016843,0.888,5164,2
E01016844,1.456,1636,1
E01016845,1.253,2580,1
E01016846,0.333,11172,4
E01016847,1.088,3622,2
E01016848,1.216,2783,1
E01016849,-0.271,20210,7
E01016850,-0.163,18586,6
E01016851,-0.492,23323,8
E01016852,0.376,10633,4
E01016853,-0.401,22133,7
E01016854,0.631,7590,3
E01016855,0.083,14771,5
E01016856,0.027,15595,5
E01016857,0.403,10291,4
E01016858,0.28,11907,4
E01016859,-0.068,17060,6
E01016860,0.302,11589,4
E01016861,0.543,8593,3
E01016862,0.103,14470,5
E01016863,1.57,1233,1
E01016864,1.271,2505,1
E01016865,1.454,1645,1
E01016866,1.541,1318,1
